id,age,avg_salary,government_employee,highest_education,employment_type,len_employment,study_status,size_of_company,investments,investments_value,property_owned_value,reported_monthly_income,total_existing_debt,housing_status,credit_history,loan_amount,loan_term,monthly_payment,stability_income,total_stable_income_monthly,core_net_worth,ratio_income_debt,ratio_debt_net_worth,ratio_payment_to_income,age_young,age_prime,age_senior,age_old,ratio_income_to_avg_salary,mortgage_end_age,years_of_mortgage_after_retirement,defaulted,loan_approved
2716,26,29750.0,no,high_school,permanent,5,no,13250,no,0.0,0,15200,0.0,rent,bad,389473,9,3616.0,0.75342,14450.0,45600.0,0.0,0.0,0.22,0,1,0,0,0.27,35,-30,0.7233,0.0003
2717,63,29750.0,no,high_school,freelancer,12,no,1,no,0.0,0,52700,0.0,rent,bad,7799445,28,23404.0,0.47945,47213.0,158100.0,0.0,0.0,0.73,0,0,0,1,0.8,91,26,0.8337,0.0
2718,64,29750.0,no,high_school,permanent,37,no,13543,no,0.0,0,23300,0.0,rent,bad,3127694,28,9385.0,0.56164,21257.0,69900.0,0.0,0.0,0.63,0,0,0,1,0.53,92,27,0.8694,0.0
2719,52,29750.0,no,bachelor,freelancer,16,no,1,yes,0.0,1220587,14900,747044.0,mortgage,excellent,1537622,26,4966.0,0.58904,13675.0,518243.0,0.88,0.92,0.47,0,0,1,0,0.14,78,13,0.3258,0.1759
2720,55,29750.0,no,high_school,permanent,9,no,6807,no,0.0,0,35000,0.0,rent,fair,4926379,31,13364.0,0.68493,32795.0,105000.0,0.0,0.0,0.56,0,0,1,0,0.76,86,21,0.4686,9e-05
2721,42,29750.0,no,basic,freelancer,11,no,1,no,0.0,0,14900,0.0,rent,bad,1274793,27,3966.0,0.42466,13185.0,44700.0,0.0,0.0,0.34,0,0,1,0,0.09,69,4,0.8544,0.00023
2722,26,29750.0,no,phd,permanent,2,no,38561,yes,22965926.0,54978000,238000,41569735.0,own,excellent,21981242,30,61598.0,0.80822,228871.0,37088191.0,1.0,0.91,0.27,0,1,0,0,0.99,56,-9,0.1955,0.9505
2723,34,29750.0,no,high_school,permanent,1,no,9514,no,0.0,0,14900,0.0,rent,bad,885604,15,4942.0,0.71233,14043.0,44700.0,0.0,0.0,0.44,0,1,0,0,0.22,49,-16,0.8671,0.0003
2724,58,29750.0,no,basic,permanent,18,no,20017,no,0.0,0,23100,0.0,rent,bad,1096148,10,9162.0,0.58904,21201.0,69300.0,0.0,0.0,0.62,0,0,1,0,0.53,68,3,0.8636,2e-05
2725,54,29750.0,no,basic,permanent,37,no,13914,no,0.0,0,19800,0.0,rent,bad,2135399,20,8950.0,0.50685,17847.0,59400.0,0.0,0.0,0.73,0,0,1,0,0.42,74,9,0.9648,0.0
2726,25,29750.0,no,basic,permanent,2,no,26571,no,0.0,0,14900,0.0,rent,bad,1730692,18,8055.0,0.58904,13675.0,44700.0,0.0,0.0,0.84,0,1,0,0,0.14,43,-22,1.1247,0.0
2727,47,29750.0,no,high_school,temporary,5,no,81,no,0.0,0,30000,0.0,rent,bad,1166835,8,12183.0,0.63014,27781.0,90000.0,0.0,0.0,0.63,0,0,1,0,0.7,55,-10,0.8107,3e-05
2728,58,29750.0,no,master,temporary,27,no,8,yes,0.0,33167725,238000,17538980.0,mortgage,excellent,2930728,3,81483.0,0.64384,221047.0,16342745.0,0.93,0.9,0.48,0,0,1,0,0.96,61,-4,0.2654,0.93966
2729,26,29750.0,no,high_school,temporary,1,no,54,no,0.0,0,18800,0.0,rent,bad,1275145,22,4861.0,0.65753,17512.0,56400.0,0.0,0.0,0.29,0,1,0,0,0.41,48,-17,0.7153,0.0003
2730,29,29750.0,yes,high_school,permanent,6,no,30509,no,0.0,0,14900,0.0,rent,bad,440792,6,6133.0,0.89041,14573.0,44700.0,0.0,0.0,0.59,0,1,0,0,0.28,35,-30,0.9326,3e-05
2731,36,29750.0,no,bachelor,freelancer,3,no,1,yes,0.0,1512928,14900,1455889.0,mortgage,fair,522298,4,10894.0,0.58904,13675.0,101739.0,0.97,1.0,0.95,0,1,0,0,0.14,40,-25,1.0001,2e-05
2732,23,29750.0,no,master,temporary,2,no,22,yes,3160463.0,25634000,173200,16514306.0,own,excellent,18373060,25,61694.0,0.61644,159913.0,12799756.0,0.96,0.92,0.52,1,0,0,0,0.9,48,-17,0.2257,0.00469
2733,34,29750.0,no,basic,unemployed,0,no,0,no,0.0,0,0,0.0,rent,bad,100000,1,8336.0,0.27397,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0.0,35,-30,2.0,0.0
2734,45,29750.0,no,high_school,permanent,22,no,15083,no,0.0,0,23600,0.0,rent,fair,2955353,35,7109.0,0.73973,22372.0,70800.0,0.0,0.0,0.37,0,0,1,0,0.56,80,15,0.4435,0.09139
2735,24,29750.0,no,basic,permanent,6,no,34584,no,0.0,0,14900,0.0,rent,bad,780795,14,4667.0,0.52055,13471.0,44700.0,0.0,0.0,0.43,1,0,0,0,0.12,38,-27,0.8958,0.0003
2736,35,29750.0,no,high_school,permanent,15,no,8694,no,0.0,0,16400,0.0,rent,bad,712399,18,3316.0,0.76712,15636.0,49200.0,0.0,0.0,0.15,0,1,0,0,0.34,53,-12,0.6589,0.00031
2737,47,29750.0,no,master,permanent,5,no,37750,yes,0.0,38794000,238000,0.0,own,excellent,35641497,35,85735.0,0.75342,226263.0,39508000.0,0.0,0.0,0.5,0,0,1,0,0.98,82,17,0.1182,0.0916
2738,35,29750.0,no,master,freelancer,3,no,1,no,0.0,0,14900,0.0,rent,bad,261153,3,7261.0,0.61644,13757.0,44700.0,0.0,0.0,0.77,0,1,0,0,0.17,38,-27,1.0741,0.0
2739,63,29750.0,no,high_school,permanent,35,no,835,no,0.0,0,33200,0.0,rent,fair,1314866,26,4247.0,0.52055,30016.0,99600.0,0.0,0.0,0.03,0,0,0,1,0.73,89,24,0.2846,0.02329
2740,49,29750.0,no,high_school,temporary,11,no,41,no,0.0,0,20100,0.0,rent,bad,1751068,35,4212.0,0.65753,18723.0,60300.0,0.0,0.0,0.17,0,0,1,0,0.45,84,19,0.6325,3e-05
2741,47,29750.0,no,basic,permanent,4,no,32248,no,0.0,0,23800,0.0,rent,bad,607615,4,12674.0,0.53425,21583.0,71400.0,0.0,0.0,0.83,0,0,1,0,0.54,51,-14,0.9809,0.0
2742,61,29750.0,yes,basic,permanent,40,no,32455,yes,0.0,1445923,15400,982277.0,mortgage,fair,1187012,10,9921.0,0.56164,14050.0,509846.0,0.92,0.94,0.92,0,0,0,1,0.22,71,6,0.9568,1e-05
2743,38,29750.0,yes,basic,permanent,17,no,35372,no,0.0,0,14900,0.0,rent,bad,662290,20,2776.0,0.78082,14247.0,44700.0,0.0,0.0,0.12,0,1,0,0,0.25,58,-7,0.6728,0.00031
2744,38,29750.0,no,high_school,temporary,17,no,58,no,0.0,0,14900,0.0,rent,bad,426458,7,5087.0,0.71233,14043.0,44700.0,0.0,0.0,0.46,0,1,0,0,0.22,45,-20,0.8786,0.0003
2745,47,29750.0,no,basic,permanent,17,no,29891,no,0.0,0,20100,0.0,rent,bad,2454683,34,6077.0,0.58904,18448.0,60300.0,0.0,0.0,0.4,0,0,1,0,0.44,81,16,0.7682,3e-05
2746,54,29750.0,no,bachelor,permanent,10,no,37766,yes,0.0,8354695,61800,636995.0,mortgage,excellent,5965810,17,29391.0,0.75342,58752.0,7903100.0,0.77,0.78,0.73,0,0,1,0,0.81,71,6,0.2911,1e-05
2747,25,29750.0,no,bachelor,permanent,1,yes,30990,no,0.0,0,16363,0.0,rent,bad,1167566,9,10840.0,0.75342,15556.0,49088.0,0.0,0.0,0.92,0,1,0,0,0.34,34,-31,1.1017,0.0
2748,54,29750.0,no,high_school,permanent,8,no,23937,no,0.0,0,28200,0.0,rent,bad,1708838,21,6823.0,0.69863,26500.0,84600.0,0.0,0.0,0.24,0,0,1,0,0.67,75,10,0.5968,0.00011
2749,50,29750.0,no,high_school,permanent,23,no,8663,no,0.0,0,38800,0.0,rent,fair,3062192,31,8307.0,0.72603,36674.0,116400.0,0.0,0.0,0.18,0,0,1,0,0.78,81,16,0.3278,0.04622
2750,27,29750.0,no,high_school,permanent,6,no,4425,no,0.0,0,26200,0.0,rent,bad,554010,5,9247.0,0.73973,24836.0,78600.0,0.0,0.0,0.49,0,1,0,0,0.63,32,-33,0.7544,0.0003
2751,47,29750.0,no,bachelor,permanent,7,no,14232,yes,125065532.0,60690000,238000,0.0,own,excellent,22639847,18,105369.0,0.72603,224959.0,186469532.0,0.0,0.0,0.69,0,0,1,0,0.97,65,0,0.139,0.00403
2752,36,29750.0,no,bachelor,unemployed,0,no,0,no,0.0,0,0,0.0,rent,bad,100000,1,8336.0,0.43836,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0.0,37,-28,2.0,0.0
2753,36,29750.0,yes,high_school,permanent,16,no,23565,no,0.0,0,19100,0.0,rent,bad,1568358,33,3999.0,0.91781,18786.0,57300.0,0.0,0.0,0.15,0,1,0,0,0.45,69,4,0.621,0.00023
2754,34,29750.0,no,master,permanent,13,no,27495,yes,0.0,26412000,194200,0.0,own,excellent,6569556,8,68595.0,0.83562,187815.0,26994600.0,0.0,0.0,0.47,0,1,0,0,0.93,42,-23,0.1181,0.9784
2755,52,29750.0,no,high_school,freelancer,27,no,1,no,0.0,0,28400,0.0,rent,bad,1058972,4,22088.0,0.57534,25988.0,85200.0,0.0,0.0,0.96,0,0,1,0,0.66,56,-9,1.0143,0.0
2756,35,29750.0,no,basic,temporary,12,no,19,no,0.0,0,19300,0.0,rent,bad,1313425,10,10978.0,0.57534,17661.0,57900.0,0.0,0.0,0.86,0,1,0,0,0.41,45,-20,1.043,0.0
2757,32,29750.0,no,bachelor,permanent,4,no,8516,yes,0.0,13340362,129100,7290677.0,mortgage,excellent,9845059,13,63351.0,0.73973,122380.0,6436985.0,0.89,0.91,0.76,0,1,0,0,0.87,45,-20,0.3066,4e-05
2758,22,29750.0,no,master,freelancer,0,no,1,yes,0.0,1066723,14900,768598.0,mortgage,fair,1032981,16,5405.0,0.49315,13390.0,342825.0,0.89,0.95,0.56,1,0,0,0,0.11,38,-27,0.8558,0.00192
2759,27,29750.0,no,high_school,permanent,3,no,251,yes,0.0,2699340,23300,1152654.0,mortgage,excellent,2599575,17,12807.0,0.68493,21832.0,1616586.0,0.88,0.88,0.83,0,1,0,0,0.54,44,-21,0.3394,4e-05
2760,61,29750.0,no,high_school,freelancer,22,no,1,no,0.0,0,25100,0.0,rent,bad,684951,11,5206.0,0.49315,22556.0,75300.0,0.0,0.0,0.18,0,0,0,1,0.57,72,7,0.5968,0.00011
2761,25,29750.0,no,high_school,permanent,0,no,1342,yes,0.0,2606274,26000,1320031.0,mortgage,excellent,1767815,34,4376.0,0.67123,24290.0,1364243.0,0.88,0.9,0.09,0,1,0,0,0.62,59,-6,0.237,0.95773
2762,28,29750.0,no,bachelor,unemployed,0,no,0,no,0.0,0,3229,0.0,rent,bad,107319,15,599.0,0.43836,2866.0,9687.0,0.0,0.0,0.14,0,1,0,0,0.04,43,-22,0.7567,0.00031
2763,55,29750.0,yes,phd,permanent,28,no,3180,yes,0.0,17900147,238000,6777495.0,mortgage,excellent,18167883,15,101379.0,0.94521,235392.0,11836652.0,0.81,0.87,0.61,0,0,1,0,1.0,70,5,0.2683,0.00292
2764,53,29750.0,no,high_school,unemployed,0,no,0,no,0.0,0,6360,0.0,rent,bad,753841,22,2874.0,0.35616,5541.0,19080.0,0.0,0.0,0.76,0,0,1,0,0.05,75,10,1.1097,0.0
2765,19,29750.0,no,bachelor,permanent,0,no,38673,yes,0.0,30942000,122300,0.0,own,excellent,6151817,24,21511.0,0.63014,113253.0,31308900.0,0.0,0.0,0.1,1,0,0,0,0.86,43,-22,0.0833,0.99574
2766,28,29750.0,no,basic,permanent,2,no,36004,no,0.0,0,14900,0.0,rent,bad,1861446,23,6790.0,0.58904,13675.0,44700.0,0.0,0.0,0.73,0,1,0,0,0.14,51,-14,1.0614,0.0
2767,45,29750.0,no,basic,freelancer,11,no,1,no,0.0,0,25300,0.0,rent,bad,3380922,23,12333.0,0.42466,22389.0,75900.0,0.0,0.0,0.8,0,0,1,0,0.56,68,3,0.9568,0.0
2768,35,29750.0,no,high_school,freelancer,6,no,1,yes,0.0,1274422,15800,790484.0,mortgage,fair,602926,5,10064.0,0.58904,14501.0,531338.0,0.88,0.92,0.92,0,1,0,0,0.27,40,-25,0.9365,2e-05
2769,63,29750.0,no,high_school,permanent,22,no,20636,no,0.0,0,19700,0.0,rent,bad,2623719,25,8810.0,0.65753,18351.0,59100.0,0.0,0.0,0.7,0,0,0,1,0.44,88,23,0.9407,0.0
2770,48,29750.0,no,bachelor,freelancer,14,no,1,yes,181698295.0,112574000,238000,0.0,own,excellent,10867440,10,90829.0,0.58904,218438.0,294986295.0,0.0,0.0,0.58,0,0,1,0,0.95,58,-7,0.1286,0.00406
2771,63,29750.0,no,high_school,freelancer,34,no,1,yes,0.0,3197582,47100,1763686.0,mortgage,fair,2114849,12,14738.0,0.39726,41422.0,1575196.0,0.85,0.91,0.45,0,0,0,1,0.79,75,10,0.6727,0.1745
2772,62,29750.0,no,bachelor,temporary,16,no,25,yes,0.0,15265391,88700,6978122.0,mortgage,excellent,3813802,22,14540.0,0.60274,81653.0,8553369.0,0.94,0.89,0.08,0,0,0,1,0.83,84,19,0.2234,0.08988
2773,52,29750.0,yes,high_school,permanent,27,no,27148,no,0.0,0,16300,0.0,rent,bad,774064,8,8082.0,0.87671,15898.0,48900.0,0.0,0.0,0.74,0,0,1,0,0.35,60,-5,0.9948,0.0
2774,56,29750.0,no,high_school,permanent,16,no,17289,no,0.0,0,20000,0.0,rent,bad,131897,1,10995.0,0.72603,18904.0,60000.0,0.0,0.0,0.83,0,0,1,0,0.46,57,-8,1.0085,0.0
2775,19,29750.0,no,bachelor,permanent,0,no,35174,yes,0.0,874576,14900,666298.0,mortgage,fair,653175,9,6064.0,0.63014,13798.0,252978.0,0.87,0.95,0.63,1,0,0,0,0.18,28,-37,0.861,0.00191
2776,29,29750.0,no,high_school,permanent,9,no,14784,yes,0.0,1189858,16700,1026198.0,mortgage,fair,2389669,34,5916.0,0.75342,15876.0,213760.0,0.91,0.98,0.49,0,1,0,0,0.35,63,-2,0.7934,0.46208
2777,48,29750.0,yes,high_school,permanent,32,no,36166,no,0.0,0,24800,0.0,rent,fair,1168370,27,3635.0,0.78082,23713.0,74400.0,0.0,0.0,0.05,0,0,1,0,0.6,75,10,0.3198,0.18602
2778,58,29750.0,no,master,permanent,19,no,17537,yes,117914279.0,22506435,152700,8394.0,mortgage,excellent,16323804,20,68416.0,0.78082,146006.0,140870420.0,0.74,0.74,0.69,0,0,1,0,0.89,78,13,0.2751,0.00073
2779,64,29750.0,no,high_school,unemployed,0,no,0,no,0.0,0,0,0.0,rent,bad,100000,5,1669.0,0.27397,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0.0,69,4,2.0,0.0
2780,41,29750.0,no,high_school,permanent,8,no,33017,no,0.0,0,27000,0.0,rent,fair,2124051,29,6156.0,0.69863,25373.0,81000.0,0.0,0.0,0.21,0,0,1,0,0.65,70,5,0.3666,0.36894
2781,34,29750.0,yes,master,permanent,12,no,18728,yes,0.0,36523340,129400,25780735.0,mortgage,excellent,4474422,11,34007.0,0.9726,128691.0,11130805.0,1.0,0.95,0.26,0,1,0,0,0.88,45,-20,0.251,0.94858
2782,50,29750.0,no,high_school,unemployed,0,no,0,no,0.0,0,4336,0.0,rent,bad,100000,1,8336.0,0.35616,3778.0,13008.0,0.0,0.0,0.97,0,0,1,0,0.04,51,-14,1.2339,0.0
2783,18,29750.0,yes,basic,permanent,2,yes,20845,no,0.0,0,7438,0.0,rent,bad,410210,27,1276.0,0.63014,6887.0,22312.0,0.0,0.0,0.1,1,0,0,0,0.07,45,-20,0.7233,0.0
2784,23,29750.0,no,high_school,permanent,1,no,33758,no,0.0,0,29400,0.0,rent,bad,952853,12,6640.0,0.63014,27225.0,88200.0,0.0,0.0,0.21,1,0,0,0,0.69,35,-30,0.5727,0.00031
2785,42,29750.0,no,high_school,temporary,5,no,41,no,0.0,0,27900,0.0,rent,bad,1612905,32,4240.0,0.63014,25836.0,83700.0,0.0,0.0,0.06,0,0,1,0,0.66,74,9,0.4968,0.00012
2786,32,29750.0,no,high_school,permanent,4,no,26955,no,0.0,0,24300,0.0,rent,bad,832641,9,7730.0,0.72603,22969.0,72900.0,0.0,0.0,0.41,0,1,0,0,0.58,41,-24,0.7256,0.0003
2787,45,29750.0,no,bachelor,permanent,10,no,8349,yes,18283997.0,6172933,52100,202134.0,mortgage,excellent,1255124,5,20950.0,0.73973,49388.0,24411096.0,0.75,0.75,0.6,0,0,1,0,0.8,50,-15,0.2717,0.00391
2788,36,29750.0,yes,bachelor,permanent,14,no,35492,yes,0.0,22289000,114300,4297949.0,own,excellent,8164727,31,22148.0,0.94521,113048.0,18333951.0,0.84,0.82,0.12,0,1,0,0,0.86,67,2,0.1738,0.71996
2789,47,29750.0,no,high_school,permanent,10,no,18420,no,0.0,0,24000,0.0,rent,fair,1974115,21,7882.0,0.72603,22685.0,72000.0,0.0,0.0,0.43,0,0,1,0,0.57,68,3,0.4629,0.36437
2790,21,29750.0,no,basic,permanent,0,no,36337,no,0.0,0,16100,0.0,rent,bad,584586,23,2132.0,0.46575,14380.0,48300.0,0.0,0.0,0.04,1,0,0,0,0.27,44,-21,0.6198,0.00031
2791,51,29750.0,yes,basic,permanent,34,no,24765,no,0.0,0,16100,0.0,rent,bad,1193755,20,5003.0,0.64384,14953.0,48300.0,0.0,0.0,0.41,0,0,1,0,0.3,71,6,0.8222,0.00011
2792,60,29750.0,no,high_school,permanent,24,no,22183,yes,0.0,2150564,25700,1995524.0,mortgage,excellent,254753,1,21236.0,0.65753,23940.0,232140.0,0.94,0.99,0.97,0,0,0,1,0.61,61,-4,0.3628,4e-05
2793,49,29750.0,no,high_school,temporary,1,no,13,no,0.0,0,43400,0.0,rent,bad,4946576,19,21817.0,0.60274,39952.0,130200.0,0.0,0.0,0.79,0,0,1,0,0.79,68,3,0.8717,0.0
2794,34,29750.0,no,basic,permanent,18,no,10329,no,0.0,0,15800,0.0,rent,bad,1861888,31,5051.0,0.64384,14675.0,47400.0,0.0,0.0,0.42,0,1,0,0,0.29,65,0,0.8314,0.0003
2795,20,29750.0,no,bachelor,freelancer,0,no,1,yes,104431.0,0,14900,0.0,rent,bad,702118,6,9769.0,0.46575,13308.0,149131.0,0.0,0.0,0.93,1,0,0,0,0.1,26,-39,1.1902,0.0
2796,40,29750.0,no,high_school,permanent,11,no,748,yes,0.0,4070455,30700,406924.0,mortgage,excellent,3158582,14,18879.0,0.68493,28765.0,3755631.0,0.78,0.79,0.89,0,0,1,0,0.71,54,-11,0.3213,4e-05
2797,44,29750.0,no,master,temporary,2,no,25,yes,64559979.0,34409000,141600,0.0,own,excellent,7821257,32,20560.0,0.65753,131901.0,99393779.0,0.0,0.0,0.05,0,0,1,0,0.88,76,11,0.0767,0.18715
2798,19,29750.0,no,bachelor,temporary,0,no,23,no,0.0,0,50800,0.0,rent,bad,4400871,13,28319.0,0.56164,46346.0,152400.0,0.0,0.0,0.85,1,0,0,0,0.8,32,-33,0.9027,0.0
2799,28,29750.0,yes,bachelor,permanent,5,no,3083,yes,2673501.0,7102220,71200,6380301.0,mortgage,excellent,7910108,35,19028.0,0.90411,69835.0,3609020.0,0.95,0.93,0.28,0,1,0,0,0.82,63,-2,0.2533,0.94813
2800,53,29750.0,no,bachelor,permanent,0,no,1717,no,0.0,0,29200,0.0,rent,fair,3225320,32,8478.0,0.64384,27120.0,87600.0,0.0,0.0,0.36,0,0,1,0,0.69,85,20,0.4118,0.04575
2801,50,29750.0,no,bachelor,temporary,24,no,27,yes,0.0,19232000,168700,0.0,own,excellent,17318229,33,44157.0,0.69863,158532.0,19738100.0,0.0,0.0,0.29,0,0,1,0,0.9,83,18,0.1009,0.09252
2802,19,29750.0,no,bachelor,freelancer,0,yes,1,no,0.0,0,16363,0.0,rent,bad,674836,31,1831.0,0.46575,14614.0,49088.0,0.0,0.0,0.02,1,0,0,0,0.28,50,-15,0.6049,0.0
2803,20,29750.0,yes,basic,permanent,3,no,14309,no,0.0,0,14900,0.0,rent,bad,565761,5,9443.0,0.63014,13798.0,44700.0,0.0,0.0,0.91,1,0,0,0,0.18,25,-40,1.1511,0.0
2804,53,29750.0,no,bachelor,freelancer,18,no,1,no,0.0,0,238000,0.0,rent,excellent,11328262,34,28043.0,0.58904,218438.0,714000.0,0.0,0.0,0.02,0,0,1,0,0.95,87,22,0.0934,0.04683
2805,26,29750.0,no,high_school,permanent,1,no,32077,no,0.0,0,16900,0.0,rent,bad,2413985,34,5976.0,0.72603,15974.0,50700.0,0.0,0.0,0.49,0,1,0,0,0.35,60,-5,0.851,0.0003
2806,63,29750.0,no,basic,freelancer,32,no,1,no,0.0,0,19400,0.0,rent,bad,593769,7,7083.0,0.26027,16530.0,58200.0,0.0,0.0,0.61,0,0,0,1,0.37,70,5,0.9131,2e-05
2807,57,29750.0,no,high_school,temporary,22,no,13,no,0.0,0,28600,0.0,rent,bad,3115807,32,8190.0,0.67123,26719.0,85800.0,0.0,0.0,0.35,0,0,1,0,0.68,89,24,0.6566,1e-05
2808,19,29750.0,no,high_school,freelancer,0,yes,1,no,0.0,0,7438,0.0,rent,bad,632825,34,1567.0,0.43836,6602.0,22312.0,0.0,0.0,0.2,1,0,0,0,0.05,53,-12,0.7877,0.0
2809,19,29750.0,no,high_school,permanent,0,no,12042,no,0.0,0,28500,0.0,rent,bad,3682075,26,11892.0,0.60274,26236.0,85500.0,0.0,0.0,0.66,1,0,0,0,0.67,45,-20,0.8384,3e-05
2810,20,29750.0,no,basic,freelancer,2,no,1,no,0.0,0,14900,0.0,rent,bad,588071,15,3281.0,0.32877,12900.0,44700.0,0.0,0.0,0.23,1,0,0,0,0.08,35,-30,0.7946,0.0003
2811,40,29750.0,yes,high_school,permanent,21,no,626,no,0.0,0,33100,0.0,rent,fair,323681,2,13495.0,0.83562,32012.0,99300.0,0.0,0.0,0.59,0,0,1,0,0.75,42,-23,0.4816,0.00201
2812,48,29750.0,no,high_school,unemployed,0,no,0,no,0.0,0,0,0.0,rent,bad,100000,14,598.0,0.35616,0.0,0.0,0.0,0.0,0.99,0,0,1,0,0.0,62,-3,2.0,0.0
2813,50,29750.0,no,high_school,permanent,19,no,5992,no,0.0,0,30400,0.0,rent,fair,3387709,19,14941.0,0.71233,28651.0,91200.0,0.0,0.0,0.76,0,0,1,0,0.71,69,4,0.5513,1e-05
2814,24,29750.0,no,basic,permanent,8,no,38869,no,0.0,0,14900,0.0,rent,bad,1279565,35,3078.0,0.52055,13471.0,44700.0,0.0,0.0,0.18,1,0,0,0,0.12,59,-6,0.7521,0.0003
2815,65,29750.0,no,high_school,permanent,6,no,24812,no,0.0,0,17000,0.0,rent,bad,1075990,20,4510.0,0.61644,15696.0,51000.0,0.0,0.0,0.31,0,0,0,1,0.34,85,20,0.7509,3e-05
2816,41,29750.0,no,high_school,permanent,12,no,1967,no,0.0,0,18000,0.0,rent,bad,822359,12,5731.0,0.69863,16915.0,54000.0,0.0,0.0,0.42,0,0,1,0,0.38,53,-12,0.8004,0.0003
2817,52,29750.0,yes,master,permanent,31,no,32286,yes,116148681.0,91049000,217300,0.0,own,excellent,4155084,8,43385.0,0.83562,210156.0,207849581.0,0.0,0.0,0.14,0,0,1,0,0.94,60,-5,0.0824,0.99398
2818,65,29750.0,no,high_school,temporary,28,no,6,no,0.0,0,19800,0.0,rent,bad,339885,4,7089.0,0.50685,17847.0,59400.0,0.0,0.0,0.54,0,0,0,1,0.42,69,4,0.8556,2e-05
2819,40,29750.0,no,high_school,permanent,13,no,7881,no,0.0,0,30300,0.0,rent,fair,3414565,24,11940.0,0.71233,28557.0,90900.0,0.0,0.0,0.59,0,0,1,0,0.71,64,-1,0.4902,0.00201
2820,44,29750.0,yes,high_school,permanent,21,no,5614,no,0.0,0,20100,0.0,rent,bad,2007703,18,9344.0,0.86301,19549.0,60300.0,0.0,0.0,0.7,0,0,1,0,0.48,62,-3,0.9269,3e-05
2821,34,29750.0,no,high_school,freelancer,12,no,1,no,0.0,0,23800,0.0,rent,bad,392565,5,6552.0,0.61644,21974.0,71400.0,0.0,0.0,0.33,0,1,0,0,0.55,39,-26,0.69,0.0003
2822,42,29750.0,no,high_school,permanent,13,no,20309,no,0.0,0,32500,0.0,rent,fair,2129937,8,22239.0,0.72603,30719.0,97500.0,0.0,0.0,0.93,0,0,1,0,0.74,50,-15,0.6059,2e-05
2823,26,29750.0,no,basic,temporary,5,no,43,yes,0.0,2880167,22000,1244151.0,mortgage,fair,1219459,11,9268.0,0.54795,20011.0,1702016.0,0.9,0.88,0.68,0,1,0,0,0.49,37,-28,0.8131,0.00191
2824,32,29750.0,no,master,temporary,2,no,23,yes,0.0,20928264,238000,17240169.0,mortgage,excellent,6896431,12,48061.0,0.71233,224307.0,4402095.0,0.93,0.97,0.15,0,1,0,0,0.97,44,-21,0.225,0.95363
2825,61,29750.0,no,bachelor,permanent,19,no,27699,no,0.0,0,41300,0.0,rent,fair,4298536,18,20006.0,0.67123,38584.0,123900.0,0.0,0.0,0.76,0,0,0,1,0.78,79,14,0.5362,0.0
2826,42,29750.0,yes,high_school,permanent,20,no,21668,no,0.0,0,24400,0.0,rent,fair,3692195,33,9414.0,0.87671,23798.0,73200.0,0.0,0.0,0.54,0,0,1,0,0.61,75,10,0.4938,0.00091
2827,24,29750.0,no,high_school,permanent,2,no,16242,no,0.0,0,14900,0.0,rent,bad,1022147,8,10673.0,0.63014,13798.0,44700.0,0.0,0.0,0.95,1,0,0,0,0.18,32,-33,1.1741,0.0
2828,20,29750.0,no,high_school,permanent,1,yes,13121,no,0.0,0,7438,0.0,rent,bad,122332,2,5100.0,0.63014,6887.0,22312.0,0.0,0.0,0.94,1,0,0,0,0.07,22,-43,1.2063,0.0
2829,21,29750.0,no,master,permanent,1,no,16505,yes,2591718.0,35041617,140000,33186715.0,mortgage,excellent,6143876,15,34283.0,0.68493,131178.0,4866620.0,1.0,0.99,0.25,1,0,0,0,0.88,36,-29,0.2517,0.94802
2830,24,29750.0,no,bachelor,unemployed,0,yes,0,no,0.0,0,3858,0.0,rent,bad,109027,11,829.0,0.34247,3351.0,11574.0,0.0,0.0,0.21,1,0,0,0,0.04,35,-30,0.7969,0.0
2831,25,29750.0,no,high_school,permanent,0,no,23421,no,0.0,0,33900,0.0,rent,bad,1750778,17,8625.0,0.69863,31857.0,101700.0,0.0,0.0,0.27,0,1,0,0,0.75,42,-23,0.5865,0.0003
2832,61,29750.0,no,phd,permanent,19,no,23738,yes,325309500.0,45220000,238000,0.0,own,excellent,9294877,5,155145.0,0.72603,224959.0,371243500.0,0.0,0.0,0.91,0,0,0,1,0.97,66,1,0.1624,3e-05
2833,61,29750.0,no,high_school,permanent,40,no,39070,no,0.0,0,29200,0.0,rent,bad,1343913,31,3646.0,0.56164,26640.0,87600.0,0.0,0.0,0.03,0,0,0,1,0.68,92,27,0.4726,1e-05
2834,24,29750.0,no,master,freelancer,0,no,1,yes,2177662.0,0,50900,0.0,rent,excellent,3502109,33,8930.0,0.49315,45740.0,2330362.0,0.0,0.0,0.12,1,0,0,0,0.8,57,-8,0.1207,0.99392
2835,51,29750.0,no,high_school,permanent,26,no,39347,no,0.0,0,30600,0.0,rent,fair,1535497,32,4036.0,0.73973,29007.0,91800.0,0.0,0.0,0.03,0,0,1,0,0.72,83,18,0.2868,0.04659
